,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
160,1,1,15,1,1,1,1,2,at_home,services,course,1,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11,11,11
161,1,0,16,1,1,1,4,4,teacher,teacher,course,2,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,16,9,9,8
162,1,0,15,1,0,0,2,1,services,other,course,2,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,11
163,1,0,18,1,0,1,1,1,other,other,course,2,1,1,2,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,11,9,0
164,1,0,16,1,0,1,2,1,at_home,other,course,2,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9,10,10
165,1,1,15,0,1,1,3,3,services,services,reputation,0,2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2,13,13,13
166,1,0,19,1,1,1,3,2,services,at_home,home,2,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11,9,11
167,1,1,17,1,1,1,4,4,other,teacher,course,2,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,13,13,13
168,1,0,15,0,1,1,2,3,at_home,services,course,2,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,7,8,8
169,1,0,17,0,0,1,1,2,other,other,reputation,2,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9,8,10
170,1,1,18,0,1,1,1,1,at_home,other,course,2,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11,10,11
171,1,0,16,0,1,1,2,2,at_home,other,course,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,12,10,11
172,1,0,16,1,1,1,3,3,other,services,course,1,1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0,10,10,1
173,1,0,16,1,0,1,1,2,health,services,course,2,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9,8,10
174,1,0,17,0,0,1,2,1,at_home,other,course,2,2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,8,8,9
175,1,0,17,0,1,1,3,2,other,other,course,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,7,6,8
176,1,0,15,1,0,1,1,2,other,other,course,2,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8,9,10
177,1,0,16,1,1,1,1,3,at_home,services,course,1,1,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,9,8,8
178,1,0,17,0,0,1,1,1,other,services,course,2,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,8,8
179,1,0,17,1,1,1,3,2,services,services,course,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8,7,8
180,1,0,16,1,1,1,2,2,other,other,course,1,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9,10,11
181,1,1,16,1,1,1,4,2,health,services,home,1,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17,17,18
182,1,1,16,1,1,1,2,2,other,other,home,2,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,12,12,13
183,1,1,16,1,1,1,4,4,health,health,reputation,2,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16,16,17
184,1,0,16,1,1,1,3,4,other,other,course,1,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,9,9,10
185,1,0,16,1,1,1,1,0,other,other,reputation,2,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,16,17,18
186,1,0,17,1,0,1,4,4,teacher,other,reputation,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0,11,9,10
187,1,1,16,1,1,1,1,3,at_home,services,home,2,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14,13,13
188,1,1,16,1,0,1,3,3,other,other,reputation,2,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,14,14,15
189,1,0,17,1,0,1,4,3,teacher,other,course,2,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,10,11,11
190,1,1,16,1,1,1,2,2,services,other,reputation,2,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13,12,14
191,1,0,17,1,1,1,3,3,other,other,reputation,1,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,11,9,10
192,1,0,16,0,1,1,4,2,teacher,services,other,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,10,9,11
193,1,0,17,1,1,1,4,3,other,other,course,2,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11,13
194,1,0,16,1,1,1,4,3,teacher,other,home,2,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11,10,11
195,1,0,16,1,1,1,3,3,services,other,home,2,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11,12,13
196,1,1,17,1,1,1,2,4,services,services,reputation,1,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,18,17
197,1,1,17,1,0,1,3,3,other,other,reputation,2,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,14,13,14
198,1,1,16,1,1,1,3,2,other,other,reputation,2,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,14,15,16
199,1,0,17,1,1,1,3,3,services,services,other,2,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,11,13,14
200,1,0,16,1,1,1,1,2,services,services,other,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,10,9,11
201,1,0,16,1,0,1,2,1,other,other,course,2,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13,14,16
202,1,1,17,1,1,0,3,3,health,other,reputation,2,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14
203,1,0,17,0,1,1,1,2,at_home,other,home,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9,9,10
204,1,1,16,1,1,1,2,3,services,services,course,2,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12,13
205,1,1,17,1,1,1,1,1,at_home,services,course,2,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11,12
206,1,0,17,1,1,1,1,2,at_home,services,other,0,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,10,11,12
207,1,0,16,0,1,1,3,3,services,services,reputation,2,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10,10
208,1,0,16,1,1,1,2,3,other,other,home,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12,12
209,1,1,17,1,0,1,2,4,services,services,course,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16
210,1,0,17,1,1,1,4,4,services,teacher,home,2,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,14
211,1,0,16,0,0,1,3,3,teacher,other,home,1,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,10,11,12
212,1,1,17,1,1,1,4,4,services,teacher,home,2,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14,15,16
213,1,1,16,1,0,1,4,4,teacher,teacher,reputation,2,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11
214,1,1,16,1,1,1,4,3,health,other,home,2,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,14,15
215,1,1,16,1,1,1,2,3,other,other,reputation,2,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12,12
216,1,1,17,1,1,1,1,1,other,other,course,2,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15,15
217,1,1,17,0,1,1,2,2,other,other,reputation,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13,13,13
218,1,1,16,0,1,1,2,2,services,services,reputation,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,13
219,1,1,17,1,1,1,3,4,at_home,services,home,2,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9,8
220,1,1,16,1,1,0,3,1,services,other,course,2,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,11,11,12
221,1,1,16,1,1,1,4,3,teacher,other,other,2,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15,15
222,1,1,16,1,1,1,1,1,at_home,other,home,2,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12,13,13
223,1,1,17,0,1,1,4,3,teacher,other,reputation,2,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12
224,1,1,19,1,1,1,3,3,other,other,reputation,0,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12,12
225,1,0,17,1,0,1,4,4,services,other,home,2,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13,12,12
226,1,1,16,1,1,0,2,2,other,other,reputation,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13,13
227,1,0,18,1,1,1,2,2,services,other,home,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12,11,11
228,1,1,17,0,0,1,4,4,services,other,other,2,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11
229,1,1,17,1,0,1,3,2,other,other,reputation,2,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15
230,1,1,17,1,1,1,4,3,other,other,reputation,2,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11,9,10
231,1,0,18,1,0,1,3,3,services,health,home,1,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,10,10
232,1,1,17,1,1,1,2,3,at_home,other,home,1,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13
233,1,1,17,1,1,1,2,2,at_home,at_home,course,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12,13
234,1,1,17,0,1,1,2,1,at_home,services,reputation,2,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10,11
235,1,1,17,1,1,1,1,1,at_home,other,reputation,2,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12,12
236,1,1,16,1,1,1,2,3,services,teacher,other,2,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,13,13,14
237,1,0,18,1,1,1,2,2,other,other,home,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10
238,1,1,16,1,1,1,4,4,teacher,services,home,2,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16
239,1,1,18,0,1,1,3,1,other,other,reputation,2,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8
240,1,1,17,1,1,1,3,2,other,other,course,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17
241,1,0,17,1,0,1,2,3,services,services,reputation,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11
242,1,0,18,1,0,1,2,1,at_home,other,course,2,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11
243,1,1,17,1,1,0,2,1,other,other,course,2,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16
244,1,1,17,1,0,1,4,3,health,other,reputation,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12
245,1,0,17,0,1,1,2,2,other,other,course,1,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13
246,1,0,17,1,1,1,4,4,teacher,teacher,reputation,2,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13
247,1,0,16,1,1,1,4,4,health,other,reputation,1,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14
248,1,0,16,1,0,1,1,1,other,other,home,2,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9
249,1,0,16,1,1,1,3,2,at_home,other,reputation,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12
250,1,0,17,1,0,1,2,2,other,other,home,1,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16,16
251,1,1,16,1,1,1,2,1,other,other,home,2,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10
252,1,1,16,1,1,0,4,1,other,other,home,2,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13
253,1,1,18,1,0,0,2,4,services,other,course,2,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10,10
254,1,1,18,1,0,1,2,2,at_home,services,course,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,9,8,10
255,1,1,18,1,1,1,3,3,other,other,course,2,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7
256,1,0,18,1,1,1,2,2,other,at_home,course,0,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,26,7,8,8
257,1,0,17,1,1,1,4,4,teacher,teacher,course,2,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9
258,1,1,17,1,1,1,3,2,other,other,course,1,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15
259,1,1,17,1,0,1,1,1,at_home,at_home,course,2,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10
260,1,1,16,1,1,1,1,2,other,other,course,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11
261,1,1,17,0,1,1,2,1,at_home,services,course,2,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13,13
262,1,1,17,0,0,0,1,4,other,other,course,0,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8
263,1,0,18,1,1,1,2,2,other,services,reputation,1,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,7,8
264,1,1,17,1,0,0,2,2,other,other,home,2,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,11,9,10
265,1,1,17,0,0,1,1,1,at_home,other,course,2,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15
266,1,1,17,1,0,0,4,2,teacher,other,course,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14
267,1,0,17,1,0,1,4,3,health,other,course,2,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15
268,1,0,17,0,0,0,4,4,teacher,other,course,2,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12
269,1,0,16,1,0,1,4,3,teacher,other,course,2,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15
270,1,0,16,1,1,1,4,4,services,services,course,2,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15
271,1,1,17,1,1,1,4,4,teacher,services,course,2,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12
272,1,0,17,0,1,1,1,1,other,other,home,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15
273,1,1,17,1,1,1,3,3,services,other,home,2,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11
274,1,1,17,1,1,1,1,1,at_home,other,course,2,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10
275,1,1,18,1,1,1,2,1,other,other,course,0,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11
276,1,0,16,1,1,1,2,1,other,other,course,2,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16
277,1,1,17,1,1,1,1,1,other,services,course,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11
278,1,0,17,1,1,1,2,3,other,other,course,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13
279,1,0,22,1,1,1,3,1,services,services,other,2,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8,5
280,1,0,18,0,0,1,3,3,other,services,course,2,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10
281,1,0,16,1,1,1,0,2,other,other,other,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11
282,1,0,18,1,1,1,3,2,services,other,course,2,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8,7
283,1,0,16,1,1,1,3,3,at_home,other,reputation,0,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11,10
284,1,0,18,1,1,1,2,1,services,services,other,2,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8,6
285,1,0,16,0,1,1,2,1,other,other,course,2,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13,12
286,1,0,17,0,1,1,2,1,other,other,course,2,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,13
287,1,0,17,1,0,1,1,1,health,other,course,2,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,9,10,10
288,1,1,18,1,0,0,2,1,other,other,course,2,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12,13
289,1,1,17,1,0,1,4,2,teacher,services,reputation,2,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15,17
290,1,1,19,1,1,1,2,2,services,services,home,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10,10,11
291,1,0,18,1,0,1,2,1,services,other,course,2,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10,11
292,1,1,17,0,1,1,4,2,other,other,course,2,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,11,12,14
293,1,1,18,1,0,1,1,1,other,at_home,home,2,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12,14
294,1,1,18,0,1,1,2,2,other,other,home,2,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11,13
295,1,0,19,1,0,0,4,3,services,at_home,reputation,2,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,11,13,14
296,1,0,18,1,1,1,2,1,other,other,home,2,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16,16
297,1,0,17,0,1,1,2,2,other,services,other,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10,10
298,1,1,17,1,0,1,2,2,services,services,course,1,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12
299,1,1,20,0,1,1,2,1,other,other,course,0,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12,12
300,1,1,18,1,1,1,4,3,services,other,home,1,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15
301,1,0,18,1,1,1,4,3,teacher,other,course,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11
302,1,0,18,0,1,1,3,2,other,other,course,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12
303,1,1,17,1,1,1,3,3,other,other,home,2,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13
304,1,1,18,1,1,1,2,2,at_home,services,home,2,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13
305,1,0,17,1,1,1,2,2,other,other,home,1,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8,9
306,1,0,18,0,0,0,3,4,other,other,reputation,2,2,2,0,0,1,0,1,1,1,1,0,4,2,5,3,4,1,6,15,16,16
307,1,0,17,1,1,1,3,1,services,other,other,2,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14
308,1,1,18,0,1,1,4,4,teacher,other,reputation,2,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11,12
309,1,0,18,1,1,1,4,2,health,other,reputation,1,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14
310,1,1,18,0,1,1,2,1,other,other,reputation,2,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9,10
311,1,1,19,1,1,1,3,3,other,services,home,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,11,12,12
312,1,1,18,1,1,1,2,3,other,services,reputation,1,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16
313,1,1,18,1,0,1,1,1,other,other,home,2,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13,13
314,1,0,17,0,1,1,1,2,at_home,at_home,home,2,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,2,16,17,18
315,1,1,18,1,1,1,2,1,other,other,home,2,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14,14,15
316,1,1,17,1,1,1,2,4,at_home,health,reputation,2,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16,16
317,1,1,17,1,0,1,2,2,services,other,course,2,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12
318,1,1,18,0,1,0,3,2,other,services,home,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,12,9,10
319,1,0,18,1,1,1,4,4,teacher,services,home,2,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12,12
320,1,1,18,1,1,1,4,4,health,health,reputation,1,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,2,14,12,13
321,1,1,17,1,1,1,2,2,other,services,reputation,1,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15,15
